student_id,birth_date,state,campus,employment_type,declared_income_monthly,created_at
S000760,2001-06-05,CE,Centro,Freelancer,1905.0,2024-09-09
S000761,1995-08-12,RS,Centro,Estágio,1699.78,2022-08-11
S000762,2004-11-20,CE,Campus Norte,Bolsista,2434.32,2022-10-14
S000763,1992-04-09,PR,Campus Norte,Sem renda,1614.93,2022-06-04
S000764,2009-09-21,CE,Centro,Estágio,5202.36,2024-04-09
S000765,1991-04-02,CE,Campus Norte,CLT,1891.49,2024-08-24
S000766,2005-06-13,PE,Centro,Sem renda,707.38,2023-08-19
S000767,2005-08-17,RS,Centro,Freelancer,1114.06,2024-10-25
S000768,2009-11-08,RJ,Campus Norte,Estágio,1013.55,2022-12-06
S000769,1993-03-15,RJ,Centro,Sem renda,725.61,2022-10-27
S000770,1994-06-02,RS,Campus Sul,Bolsista,878.07,2022-05-09
S000771,2001-06-08,MG,Campus Sul,Bolsista,12483.01,2024-01-10
S000772,1997-08-15,MG,Campus Sul,Sem renda,594.93,2023-10-26
S000773,2006-12-17,PR,Campus Sul,Sem renda,1178.48,2023-06-24
S000774,1991-09-19,SC,Online,Sem renda,2953.8,2024-01-19
S000775,1991-11-27,SC,Centro,Freelancer,2834.53,2023-04-02
S000776,1993-07-12,PE,Centro,Freelancer,1435.99,2024-09-14
S000777,2009-09-05,SC,Centro,CLT,1315.48,2024-11-19
S000778,2001-04-05,DF,Centro,CLT,3526.8,2022-08-31
S000779,2002-07-26,BA,Campus Sul,Estágio,1623.58,2024-09-07
S000780,1994-04-19,BA,Campus Norte,Bolsista,1119.51,2022-02-15
S000781,2002-01-05,CE,Campus Norte,Sem renda,1113.67,2024-11-15
S000782,2008-10-05,DF,Campus Norte,Estágio,4367.59,2023-01-04
S000783,1993-07-20,MG,Centro,Bolsista,2239.12,2023-08-04
S000784,2007-04-15,RS,Campus Sul,Estágio,2786.39,2024-09-13
S000785,2004-04-27,DF,Campus Sul,Bolsista,502.88,2023-01-08
S000786,1993-05-06,CE,Centro,CLT,2193.07,2024-07-17
S000787,1991-02-08,BA,Campus Norte,Sem renda,1526.91,2022-02-03
S000788,2003-09-28,BA,Campus Sul,CLT,1959.28,2022-11-03
S000789,2006-03-16,CE,Campus Sul,Estágio,1938.26,2024-12-24
S000790,1993-02-03,BA,Online,Sem renda,499.63,2022-01-03
S000791,1996-09-14,PR,Campus Sul,CLT,334.2,2024-12-21
S000792,1996-04-26,RS,Centro,CLT,595.92,2023-12-19
S000793,1991-12-25,SP,Campus Norte,Estágio,2300.22,2024-05-21
S000794,2005-05-16,PR,Centro,Freelancer,2050.63,2022-06-21
S000795,2000-10-18,DF,Campus Sul,Freelancer,3027.17,2022-01-15
S000796,1991-09-04,BA,Campus Norte,Estágio,4485.73,2023-02-25
S000797,1999-07-12,MG,Campus Sul,Estágio,3163.26,2023-06-04
S000798,2001-09-14,CE,Online,Freelancer,1059.49,2024-03-24
S000799,2003-07-18,MG,Campus Sul,CLT,1026.8,2024-01-29
S000800,1992-09-16,RJ,Campus Norte,Sem renda,4212.94,2023-12-07
S000801,1997-12-05,RJ,Online,CLT,1598.45,2023-04-16
S000802,1995-12-06,PE,Campus Sul,Bolsista,4732.89,2023-11-25
S000803,1992-10-23,SC,Campus Norte,Sem renda,617.52,2024-03-07
S000804,2009-02-27,SP,Online,Sem renda,3010.42,2024-06-10
S000805,2007-02-09,CE,Centro,Estágio,248.41,2022-03-19
S000806,1997-07-20,DF,Campus Norte,Bolsista,4188.77,2022-04-28
S000807,2004-11-16,CE,Campus Norte,Estágio,3243.71,2024-11-27
S000808,2000-04-02,MG,Centro,Sem renda,1759.19,2023-04-20
S000809,2004-11-02,BA,Campus Sul,Estágio,791.88,2022-11-19
S000810,2007-05-25,MG,Online,Sem renda,1463.17,2024-04-10
S000811,1991-04-17,CE,Campus Sul,Estágio,4920.31,2022-07-04
S000812,1992-05-24,RS,Online,Freelancer,2744.58,2023-12-14
S000813,1998-05-08,RJ,Campus Norte,Freelancer,1921.69,2024-04-07
S000814,1991-01-09,DF,Online,Estágio,1643.2,2022-05-29
S000815,1993-05-11,PR,Campus Norte,Estágio,2410.27,2023-06-12
S000816,1992-10-09,RS,Campus Sul,Sem renda,3712.17,2024-09-17
S000817,2002-06-25,RJ,Campus Sul,Estágio,1458.37,2022-02-26
S000818,1994-02-09,PE,Centro,Estágio,5221.68,2023-03-28
S000819,2002-06-14,PE,Campus Norte,Freelancer,3602.88,2022-01-20
S000820,2001-04-10,DF,Campus Sul,Freelancer,485.34,2023-12-02
S000821,2007-09-06,MG,Campus Norte,Sem renda,3539.9,2023-07-06
S000822,2004-12-22,PR,Campus Norte,Estágio,2401.5,2023-02-13
S000823,2002-12-08,BA,Online,Sem renda,817.37,2023-02-20
S000824,2002-10-12,SC,Centro,Sem renda,4887.3,2022-06-10
S000825,1994-10-01,DF,Campus Norte,Freelancer,4033.11,2022-03-28
S000826,1994-06-20,CE,Centro,CLT,1140.74,2023-07-17
S000827,1994-03-25,DF,Campus Norte,Estágio,769.08,2023-03-31
S000828,1991-03-02,MG,Centro,Estágio,1664.16,2022-03-08
S000829,1993-06-13,SP,Centro,Sem renda,2723.39,2024-07-25
S000830,2006-12-17,SP,Online,Estágio,894.08,2022-01-25
S000831,2003-07-19,SC,Centro,Freelancer,936.99,2023-06-16
S000832,2004-09-09,BA,Campus Norte,Freelancer,2405.84,2023-12-04
S000833,1998-03-16,BA,Centro,Sem renda,2456.81,2024-02-02
S000834,1998-07-09,SC,Campus Norte,Estágio,2563.14,2023-04-14
S000835,2006-12-09,SC,Campus Norte,Estágio,2804.7,2024-02-20
S000836,2003-03-26,PE,Campus Sul,Sem renda,1989.7,2022-01-20
S000837,2004-07-16,PE,Online,Estágio,1132.05,2024-11-24
S000838,1992-12-11,PR,Centro,Sem renda,1903.35,2022-04-08
S000839,1997-02-23,DF,Online,Estágio,1624.17,2023-06-05
S000840,1994-11-04,SP,Campus Sul,Freelancer,1473.23,2024-01-10
S000841,1998-09-18,SC,Online,Bolsista,1965.74,2022-02-10
S000842,1996-02-12,MG,Centro,Estágio,3594.83,2023-02-12
S000843,1991-10-21,PE,Campus Norte,Estágio,3409.08,2023-08-06
S000844,1998-06-22,DF,Centro,Estágio,2313.14,2024-07-04
S000845,2007-07-20,SC,Centro,Freelancer,659.31,2022-10-24
S000846,2004-11-26,MG,Centro,Estágio,726.86,2024-04-08
S000847,2007-02-06,CE,Centro,CLT,2153.66,2023-08-20
S000848,2001-10-21,BA,Online,Bolsista,757.77,2024-01-14
S000849,1991-09-15,SC,Centro,Freelancer,3026.47,2022-02-17
S000850,2005-12-08,RJ,Centro,Sem renda,2213.04,2022-06-13
S000851,2003-03-13,PE,Online,CLT,1203.67,2024-08-27
S000852,1992-01-01,DF,Centro,Sem renda,1639.31,2022-06-20
S000853,2006-05-20,BA,Centro,Freelancer,842.77,2024-03-09
S000854,2000-04-08,SP,Campus Sul,Sem renda,2009.06,2022-09-16
S000855,2005-09-27,RS,Campus Norte,Sem renda,370.62,2024-01-01
S000856,1999-08-15,PR,Centro,CLT,814.51,2023-07-12
S000857,1992-08-05,RJ,Campus Sul,Freelancer,658.46,2022-12-29
S000858,1991-10-15,PE,Centro,Bolsista,2200.28,2024-06-09
S000859,1993-11-21,RS,Centro,Estágio,1570.78,2024-09-13
S000860,1992-04-26,RS,Centro,Estágio,1276.13,2024-04-24
S000861,2001-03-10,BA,Centro,Estágio,7300.8,2022-10-07
S000862,1998-05-16,BA,Campus Sul,Sem renda,1637.3,2024-10-04
S000863,1994-05-01,MG,Centro,Estágio,1174.07,2023-04-19
S000864,2009-09-12,CE,Centro,Sem renda,1152.76,2024-06-14
S000865,1997-04-06,RS,Centro,CLT,1042.04,2024-02-14
S000866,2002-05-03,DF,Centro,CLT,564.15,2023-07-11
S000867,2000-11-24,RJ,Campus Norte,Bolsista,1484.41,2023-01-21
S000868,2007-03-05,RS,Campus Norte,Estágio,698.03,2024-07-16
S000869,2001-12-20,SC,Campus Sul,CLT,641.48,2022-11-08
S000870,2008-09-01,PE,Campus Sul,Sem renda,1268.32,2023-07-06
S000871,2005-12-15,DF,Campus Norte,Estágio,1071.17,2022-11-05
S000872,2009-08-07,SC,Campus Norte,Sem renda,802.02,2024-10-17
S000873,1998-08-23,RJ,Online,Estágio,2656.2,2022-10-27
S000874,2008-05-25,RJ,Campus Norte,Estágio,1327.25,2023-01-07
S000875,2003-05-27,SC,Centro,Sem renda,939.47,2023-05-25
S000876,1997-08-08,BA,Campus Sul,Estágio,383.74,2024-08-01
S000877,2006-09-22,DF,Campus Sul,Estágio,852.16,2023-10-02
S000878,1999-03-21,MG,Centro,Sem renda,456.2,2024-12-02
S000879,2006-05-16,DF,Centro,Bolsista,2031.62,2022-04-17
S000880,2003-02-08,CE,Online,Sem renda,566.67,2022-12-09
S000881,2001-10-04,SC,Campus Norte,Bolsista,4173.39,2022-03-28
S000882,1991-12-16,MG,Campus Sul,CLT,1570.09,2022-07-03
S000883,2002-03-16,RJ,Campus Norte,Freelancer,2009.04,2022-05-03
S000884,2008-06-21,PE,Campus Sul,CLT,1107.84,2022-08-08
S000885,2005-08-08,SC,Online,Estágio,4234.47,2023-12-13
S000886,1995-12-07,PR,Online,CLT,5964.71,2022-10-03
S000887,2001-01-16,CE,Campus Sul,Estágio,1009.24,2024-09-30
S000888,2003-10-06,SC,Centro,Estágio,2776.86,2024-08-17
S000889,2001-10-28,PR,Campus Norte,Estágio,302.52,2022-11-14
S000890,1995-05-27,PE,Online,Bolsista,2587.21,2022-01-02
S000891,1993-07-24,MG,Centro,CLT,808.14,2024-01-16
S000892,2002-06-24,RS,Campus Sul,Freelancer,1009.95,2024-03-04
S000893,2003-09-22,SC,Campus Norte,Sem renda,1341.63,2023-08-03
S000894,1999-07-21,DF,Campus Norte,Estágio,550.11,2022-05-17
S000895,2008-03-06,SP,Centro,Sem renda,1513.24,2024-09-21
S000896,2003-02-02,DF,Campus Norte,CLT,853.09,2024-09-30
S000897,1993-10-23,BA,Online,Estágio,244.36,2023-03-29
S000898,2007-01-07,BA,Online,Estágio,1133.11,2022-06-13
S000899,1995-11-02,BA,Centro,Estágio,361.0,2024-05-01
S000900,1998-12-02,RJ,Online,Freelancer,1242.83,2022-03-25
S000901,2007-05-03,SC,Centro,CLT,837.18,2022-07-18
S000902,2006-12-08,SC,Campus Sul,Sem renda,2343.56,2024-12-13
S000903,2002-10-21,SP,Campus Norte,Estágio,1066.82,2024-04-30
S000904,2006-11-19,CE,Campus Sul,Estágio,2395.46,2024-05-24
S000905,2006-03-26,SP,Campus Sul,Freelancer,820.95,2023-11-23
S000906,2004-09-20,SP,Centro,Estágio,2110.05,2023-10-08
S000907,1992-06-28,SC,Campus Sul,Estágio,2461.61,2024-05-31
S000908,1999-10-08,SC,Campus Norte,CLT,1741.72,2023-06-05
S000909,1998-08-15,PE,Campus Sul,Sem renda,275.43,2022-03-12
S000910,2000-10-01,MG,Campus Norte,CLT,2464.52,2023-09-11
S000911,2009-05-08,BA,Campus Norte,Estágio,2397.69,2023-07-20
S000912,1992-09-18,RJ,Campus Sul,Sem renda,732.0,2022-07-13
S000913,2008-08-12,RS,Centro,Freelancer,1003.17,2023-05-27
S000914,2002-05-26,RS,Online,Estágio,2766.71,2023-03-22
S000915,2007-12-11,RS,Campus Sul,Sem renda,899.13,2022-07-15
S000916,2000-01-24,SP,Campus Sul,Estágio,809.44,2022-04-25
S000917,1999-06-27,SP,Online,Estágio,2326.83,2022-09-04
S000918,2002-12-21,PE,Campus Norte,Estágio,1473.25,2024-02-23
S000919,2008-05-17,CE,Campus Norte,Freelancer,6621.83,2022-11-03
S000920,1999-09-23,PE,Campus Norte,Estágio,609.46,2024-03-15
S000921,1995-10-19,SP,Centro,Sem renda,970.78,2023-08-17
S000922,1997-03-05,RS,Online,CLT,4277.18,2022-04-11
S000923,1992-07-09,BA,Campus Sul,Sem renda,1511.02,2022-09-25
S000924,2005-08-18,SC,Online,Sem renda,971.78,2023-02-06
S000925,1992-10-24,PR,Centro,CLT,1585.89,2023-06-30
S000926,1996-06-22,DF,Centro,Estágio,199.83,2024-04-27
S000927,1996-06-12,CE,Centro,Estágio,2700.65,2022-02-19
S000928,2000-03-12,RS,Centro,CLT,1733.96,2024-06-24
S000929,2005-08-02,MG,Campus Norte,Freelancer,4675.92,2024-02-05
S000930,2005-12-28,CE,Campus Sul,Bolsista,2554.06,2023-05-13
S000931,2005-05-01,SC,Campus Norte,Bolsista,1094.06,2023-09-17
S000932,1995-08-01,RJ,Campus Norte,Freelancer,1427.1,2023-03-10
S000933,2003-09-17,BA,Campus Norte,Sem renda,1885.15,2022-10-17
S000934,2009-07-19,PR,Online,Estágio,826.36,2023-06-08
S000935,2004-01-10,BA,Centro,CLT,1577.69,2023-07-10
S000936,2008-08-21,RS,Campus Norte,CLT,524.04,2023-07-10
S000937,1998-02-01,PR,Campus Sul,Estágio,2221.87,2024-03-02
S000938,2002-07-17,PR,Centro,Estágio,196.21,2023-10-09
S000939,1994-10-18,PR,Centro,Bolsista,497.52,2024-07-26
S000940,1992-12-01,SP,Centro,CLT,4779.22,2023-09-17
S000941,1999-08-13,PR,Campus Norte,Freelancer,177.34,2023-12-22
S000942,1998-11-10,PE,Campus Norte,Sem renda,344.58,2024-10-23
S000943,2001-01-21,SP,Centro,Sem renda,1013.85,2022-03-02
S000944,1992-05-08,DF,Centro,Estágio,1138.2,2022-10-09
S000945,2007-12-13,DF,Campus Sul,Sem renda,1485.22,2023-04-11
S000946,1996-04-19,RJ,Centro,Estágio,2047.86,2023-11-06
S000947,1995-09-05,BA,Centro,Bolsista,963.43,2023-02-19
S000948,2005-05-23,MG,Online,Freelancer,1460.25,2022-10-04
S000949,1996-03-21,RS,Campus Sul,Estágio,2049.19,2023-10-13
S000950,2007-09-18,SP,Campus Sul,Estágio,1795.04,2023-10-13
S000951,2005-12-01,MG,Online,Bolsista,908.59,2024-04-27
S000952,1996-05-15,RS,Centro,Sem renda,612.27,2023-07-15
S000953,2005-04-04,RS,Campus Norte,Freelancer,211.41,2023-07-01
S000954,1991-10-08,PR,Campus Sul,Sem renda,1393.06,2022-02-23
S000955,1998-02-23,CE,Online,Estágio,2675.06,2024-08-18
S000956,1998-03-28,BA,Campus Sul,Estágio,1244.9,2022-12-02
S000957,2003-04-02,MG,Centro,Freelancer,1408.81,2023-07-07
S000958,1996-04-24,BA,Centro,Estágio,1176.26,2023-02-23
S000959,2007-03-15,BA,Centro,Sem renda,1778.51,2023-10-28
S000960,1995-04-14,RS,Campus Sul,Sem renda,815.54,2024-02-19
S000961,1999-07-20,DF,Campus Sul,Sem renda,1585.85,2024-12-11
S000962,2008-09-04,RS,Campus Sul,CLT,3198.49,2022-03-28
S000963,2002-09-18,MG,Online,Estágio,2199.47,2024-03-04
S000964,1993-11-02,SP,Campus Sul,Sem renda,2583.19,2023-09-16
S000965,2000-08-06,PR,Campus Sul,Sem renda,1434.78,2022-04-22
S000966,1993-03-15,BA,Campus Sul,Estágio,3319.64,2024-10-22
S000967,2006-03-25,MG,Online,Estágio,452.25,2022-10-05
S000968,1997-07-11,DF,Campus Norte,Estágio,771.47,2023-02-18
S000969,1995-02-09,RS,Campus Norte,Freelancer,475.1,2022-12-02
S000970,2006-02-04,CE,Campus Norte,Estágio,3273.86,2022-06-24
S000971,1993-12-13,DF,Centro,Sem renda,2968.47,2022-11-24
S000972,1997-09-13,RJ,Campus Norte,Estágio,4193.28,2023-11-18
S000973,1991-11-28,SC,Campus Norte,Estágio,1332.07,2023-01-02
S000974,2008-07-10,DF,Online,Sem renda,1237.69,2024-07-02
S000975,2000-11-06,SP,Campus Norte,Bolsista,1118.5,2023-02-20
S000976,2009-10-25,RS,Centro,Estágio,2906.85,2024-10-18
S000977,1992-01-20,PE,Campus Sul,Bolsista,1432.3,2024-09-01
S000978,1995-07-15,SP,Campus Norte,Freelancer,2512.51,2023-05-17
S000979,1992-05-20,RS,Campus Sul,Estágio,1539.38,2023-03-02
S000980,2008-03-05,BA,Online,Estágio,3496.82,2022-10-25
S000981,2008-11-19,RS,Centro,Estágio,330.68,2022-06-29
S000982,2008-02-14,RS,Campus Sul,Estágio,1331.22,2023-08-06
S000983,1991-09-06,SC,Centro,Estágio,1171.95,2024-01-08
S000984,2008-02-25,RS,Campus Norte,Estágio,2102.22,2024-02-16
S000985,2007-07-27,RJ,Campus Norte,CLT,3874.95,2022-10-03
S000986,2006-12-28,RS,Centro,Estágio,1019.71,2024-12-10
S000987,2003-12-07,RS,Online,Bolsista,2628.95,2024-12-19
S000988,2007-08-24,RS,Campus Norte,Sem renda,1972.94,2023-08-12
S000989,1996-10-28,BA,Campus Norte,Estágio,1065.17,2023-12-26
S000990,2005-10-19,RJ,Campus Norte,Sem renda,3400.97,2024-10-16
S000991,1994-03-20,BA,Campus Sul,Estágio,3237.26,2023-02-01
S000992,2009-02-01,SC,Centro,CLT,1111.53,2023-03-01
S000993,1996-07-02,DF,Campus Sul,Sem renda,595.95,2023-03-11
S000994,2009-11-07,BA,Centro,Freelancer,1062.66,2022-05-19
S000995,2000-05-17,SP,Centro,Bolsista,2220.69,2022-08-22
S000996,1999-06-13,SP,Campus Sul,Estágio,6223.61,2022-03-01
S000997,2004-04-11,BA,Centro,Freelancer,2258.56,2024-09-08
S000998,1994-01-21,PE,Campus Norte,Estágio,1315.71,2024-08-01
S000999,1992-06-15,MG,Online,Estágio,3136.68,2022-04-25
S001000,1993-05-19,RJ,Centro,Freelancer,855.83,2022-02-08
S001001,2003-10-22,PR,Campus Sul,Freelancer,2382.77,2023-12-26
S001002,2007-03-09,PR,Centro,Estágio,1586.85,2024-02-08
S001003,1992-03-19,PR,Campus Norte,Estágio,2005.2,2022-08-28
S001004,2000-12-28,DF,Online,Estágio,279.15,2024-04-27
S001005,2007-08-08,CE,Campus Sul,Freelancer,1374.41,2023-09-12
S001006,2003-09-10,RS,Campus Norte,Estágio,1615.79,2022-03-18
S001007,2003-02-15,MG,Centro,CLT,808.96,2024-10-21
S001008,2005-04-11,RJ,Centro,Estágio,1815.68,2024-12-08
S001009,2000-06-05,RS,Online,Estágio,411.82,2024-11-23
S001010,2005-04-24,RJ,Campus Norte,Estágio,27733.18,2024-12-05
S001011,2006-01-10,DF,Centro,Estágio,909.41,2022-06-28
S001012,1999-08-02,RS,Campus Sul,Sem renda,1402.82,2023-10-02
S001013,2009-10-25,RS,Campus Sul,Freelancer,3351.79,2023-10-20
S001014,2003-04-10,SC,Centro,Estágio,4497.71,2024-06-22
S001015,2006-05-05,BA,Centro,Freelancer,3105.0,2024-11-18
S001016,2006-04-18,SP,Campus Sul,Freelancer,824.62,2022-10-17
S001017,2000-10-08,RJ,Online,Sem renda,2381.41,2023-11-25
S001018,1992-08-02,SP,Campus Sul,Freelancer,1376.0,2022-04-14
S001019,2006-07-02,MG,Campus Sul,Estágio,3403.99,2024-07-02
S001020,1998-05-11,SC,Centro,CLT,1853.12,2024-12-28
S001021,2007-08-19,BA,Campus Norte,CLT,877.65,2024-08-17
S001022,2006-08-10,PR,Centro,Estágio,1580.78,2024-08-11
S001023,1994-04-08,DF,Campus Sul,CLT,555.86,2023-06-13
S001024,1998-07-06,RJ,Campus Sul,CLT,1316.79,2023-10-28
S001025,1995-08-01,MG,Centro,Sem renda,3434.0,2024-09-07
S001026,1995-03-10,RS,Campus Norte,Freelancer,1074.14,2022-09-18
S001027,1993-02-13,RS,Centro,Sem renda,1745.57,2023-10-30
S001028,1992-11-03,RS,Centro,Sem renda,1488.85,2024-03-31
S001029,1991-07-08,MG,Centro,CLT,1908.48,2024-09-14
S001030,1997-02-11,BA,Campus Sul,Freelancer,715.68,2024-06-01
S001031,1996-10-26,RS,Campus Sul,Freelancer,2864.35,2022-12-21
S001032,2007-12-23,BA,Campus Sul,Bolsista,2113.16,2024-08-06
S001033,1999-09-04,PR,Centro,Estágio,622.66,2024-04-11
S001034,2007-10-04,SP,Centro,CLT,1804.9,2024-02-16
S001035,1999-08-21,PE,Online,Freelancer,222.9,2022-10-12
S001036,1991-11-26,BA,Campus Norte,Bolsista,6169.42,2022-11-02
S001037,1995-09-10,DF,Campus Norte,CLT,1113.62,2023-02-05
S001038,2003-11-11,SC,Campus Sul,Bolsista,3100.6,2023-09-16
S001039,1996-12-12,CE,Campus Norte,Estágio,1232.47,2024-11-11
S001040,1997-03-28,SP,Centro,Bolsista,2641.47,2022-04-19
S001041,2009-12-18,PR,Campus Sul,Sem renda,3600.3,2023-08-01
S001042,2009-04-14,CE,Centro,Estágio,1876.7,2023-10-14
S001043,1997-07-13,MG,Campus Norte,CLT,1634.95,2022-12-22
S001044,1994-03-07,RS,Campus Norte,Estágio,1099.78,2024-01-08
S001045,1996-03-10,PE,Campus Norte,CLT,3760.62,2022-10-03
S001046,2009-02-21,BA,Campus Sul,CLT,12933.77,2024-09-23
S001047,1996-03-03,SP,Centro,CLT,6276.2,2024-07-22
S001048,1996-10-06,RS,Campus Sul,Freelancer,1214.08,2024-07-10
S001049,1997-06-08,RJ,Campus Norte,Estágio,1736.6,2024-10-17
S001050,2002-12-17,BA,Campus Norte,Sem renda,1300.09,2024-01-22
S001051,2008-01-19,MG,Online,Freelancer,1364.86,2024-09-13
S001052,2007-03-24,CE,Campus Sul,Estágio,1233.01,2023-07-27
S001053,1995-09-03,MG,Campus Sul,CLT,1448.19,2023-05-18
S001054,1994-11-24,DF,Campus Norte,Freelancer,869.44,2023-10-02
S001055,2008-06-18,PR,Campus Sul,CLT,5706.14,2024-11-15
S001056,1994-10-24,SC,Centro,Sem renda,1309.74,2023-08-27
S001057,2000-03-02,DF,Centro,Estágio,3819.67,2023-09-15
S001058,1991-05-02,RJ,Campus Sul,Sem renda,686.3,2022-04-16
S001059,2000-12-20,CE,Online,Freelancer,7657.55,2022-09-17
S001060,1993-02-28,BA,Online,CLT,3310.21,2023-07-30
S001061,2001-05-01,SC,Centro,Estágio,4891.99,2022-11-06
S001062,1995-06-26,MG,Campus Norte,CLT,1035.22,2023-04-29
S001063,1994-03-26,PR,Campus Sul,Estágio,348.05,2022-06-22
S001064,2005-10-27,RS,Centro,Estágio,737.17,2024-04-25
S001065,1997-04-22,RJ,Campus Norte,Estágio,1879.79,2023-03-08
S001066,1991-12-27,CE,Centro,Sem renda,3503.41,2022-08-26
S001067,2008-03-15,BA,Campus Norte,CLT,781.16,2024-12-26
S001068,2002-07-22,PR,Centro,Freelancer,2160.14,2022-10-25
S001069,1993-07-01,DF,Centro,Estágio,2527.95,2024-02-22
S001070,1999-09-22,BA,Campus Sul,Freelancer,309.25,2024-12-24
S001071,1998-07-20,MG,Campus Norte,CLT,1019.98,2023-11-18
S001072,2001-05-26,PR,Campus Sul,Freelancer,2559.2,2024-03-12
S001073,1995-11-24,PE,Campus Sul,CLT,1037.0,2023-02-04
S001074,1993-06-22,MG,Campus Norte,CLT,1162.19,2022-01-22
S001075,2009-02-01,MG,Centro,Estágio,1783.23,2024-07-02
S001076,1998-04-24,BA,Campus Norte,Bolsista,2872.51,2022-02-18
S001077,2007-01-20,PE,Campus Norte,Estágio,381.07,2022-09-07
S001078,2006-02-28,PE,Centro,Estágio,3440.34,2023-01-14
S001079,2006-12-06,CE,Campus Norte,Estágio,664.69,2022-06-05
S001080,1995-05-25,SC,Online,CLT,1747.22,2023-10-25
S001081,2001-03-25,RJ,Campus Norte,Bolsista,963.72,2024-02-23
S001082,1997-06-02,CE,Campus Sul,Estágio,2156.72,2022-12-31
S001083,1995-02-16,SP,Campus Norte,CLT,2188.47,2024-03-15
S001084,2004-11-16,SC,Campus Sul,Estágio,1688.04,2024-06-02
S001085,2003-10-21,RJ,Campus Norte,Estágio,2167.49,2023-06-15
S001086,2006-01-03,RJ,Online,CLT,4742.57,2024-07-02
S001087,2009-08-05,MG,Centro,Freelancer,419.3,2022-03-19
S001088,1997-05-05,MG,Campus Sul,Estágio,1682.71,2022-01-08
S001089,1993-12-25,PE,Centro,Sem renda,1177.82,2022-05-24
S001090,1992-04-01,SP,Campus Sul,Sem renda,2959.71,2024-09-14
S001091,2006-10-18,SP,Centro,Sem renda,1208.53,2023-09-13
S001092,1997-01-21,PR,Centro,Sem renda,5129.29,2024-01-19
S001093,1992-06-03,MG,Centro,Estágio,943.33,2023-08-17
S001094,2003-03-18,SC,Online,Estágio,4898.76,2023-01-27
S001095,2000-12-13,CE,Campus Norte,CLT,1187.99,2024-01-06
S001096,1994-02-21,BA,Campus Sul,Freelancer,857.8,2022-03-15
S001097,2003-01-24,RJ,Online,Freelancer,854.78,2024-03-07
S001098,2007-09-21,RJ,Campus Sul,CLT,1891.17,2024-07-09
S001099,2009-01-11,MG,Centro,Estágio,11107.03,2022-03-29
S001100,1997-02-07,CE,Campus Norte,Freelancer,1160.66,2024-07-27
S001101,1992-03-24,SC,Campus Sul,Sem renda,2387.22,2022-03-17
S001102,2005-08-21,SC,Campus Norte,CLT,12827.68,2022-04-04
S001103,2002-12-21,CE,Campus Norte,Bolsista,1205.39,2022-04-13
S001104,2000-02-15,PR,Online,CLT,957.67,2022-05-11
S001105,2006-02-16,RJ,Campus Sul,Estágio,1002.08,2022-05-10
S001106,2003-07-11,PE,Campus Sul,Freelancer,1581.28,2024-04-03
S001107,1999-02-22,RS,Online,Freelancer,1597.16,2023-03-13
S001108,2008-10-06,RJ,Centro,Estágio,611.59,2022-10-17
S001109,1996-03-23,CE,Centro,Freelancer,1951.65,2023-05-14
S001110,1991-01-05,RJ,Campus Norte,Freelancer,1820.25,2024-02-10
S001111,2004-01-16,RJ,Centro,Estágio,545.18,2022-07-02
S001112,1991-05-14,CE,Campus Sul,Freelancer,596.37,2024-09-01
S001113,2005-04-05,DF,Campus Norte,Estágio,2468.18,2024-04-23
S001114,2002-03-20,CE,Campus Norte,Freelancer,2756.7,2024-10-20
S001115,2007-11-27,PE,Campus Sul,Freelancer,2944.25,2022-01-10
S001116,1992-04-07,MG,Campus Norte,Bolsista,2280.77,2022-07-15
S001117,1998-09-17,SC,Centro,Freelancer,4660.19,2023-03-03
S001118,2001-01-07,DF,Online,Sem renda,2476.85,2024-08-29
S001119,1994-03-06,CE,Campus Norte,Sem renda,492.05,2024-01-16
S001120,2000-04-14,DF,Campus Norte,Estágio,1443.59,2024-07-17
S001121,2008-02-24,SC,Campus Sul,Sem renda,8803.76,2022-11-20
S001122,2009-08-17,PE,Campus Sul,Sem renda,1058.92,2024-06-29
S001123,1991-10-11,BA,Centro,Bolsista,1463.41,2023-10-30
S001124,2002-02-11,CE,Online,CLT,1089.15,2024-04-24
S001125,2003-07-08,BA,Campus Sul,Estágio,2018.44,2022-04-22
S001126,1996-03-07,DF,Centro,Sem renda,1041.27,2024-03-04
S001127,1998-03-15,MG,Campus Sul,Sem renda,4646.05,2023-07-07
S001128,2003-06-05,MG,Campus Norte,Sem renda,3399.63,2023-07-29
S001129,2005-02-28,PE,Online,Freelancer,2135.26,2023-12-05
S001130,2002-05-20,SP,Centro,Estágio,2194.17,2022-12-15
S001131,1991-09-28,MG,Centro,Freelancer,1781.06,2024-12-04
S001132,1994-04-19,RJ,Centro,Estágio,1738.32,2022-01-30
S001133,1996-12-28,DF,Centro,Estágio,2512.59,2023-04-01
S001134,1991-03-19,RS,Centro,Sem renda,1713.4,2022-04-01
S001135,2008-08-24,BA,Centro,Estágio,322.95,2024-12-23
S001136,1997-08-26,DF,Centro,Estágio,2658.92,2024-07-15
S001137,1994-04-03,MG,Campus Sul,Estágio,258.83,2024-04-12
S001138,2003-03-12,PE,Campus Norte,Sem renda,1540.59,2022-07-05
S001139,2009-08-22,PR,Campus Sul,Sem renda,2881.89,2022-02-19
S001140,1995-08-25,MG,Campus Norte,Sem renda,2643.27,2023-01-14
