application_id,student_id,application_date,requested_amount,installments,purpose,has_guarantor,rent_expense,other_debts,channel
A000674,S000220,2024-05-14,1187.58,18,Saúde,0,950.0,308.87,App
A000675,S001646,2024-03-10,2779.56,12,Transporte,0,0.0,50.01,App
A000676,S001480,2024-05-05,4995.9,9,Notebook,1,1200.0,426.71,App
A000677,S000636,2025-01-28,1699.63,9,Saúde,1,950.0,709.89,App
A000678,S001365,2025-01-22,2824.82,9,Intercâmbio,0,0.0,0.0,Web
A000679,S000796,2024-12-06,2025.03,3,Moradia,1,700.0,80.74,App
A000680,S000228,2025-01-21,2001.89,9,Taxas/Documentos,0,700.0,0.0,App
A000681,S001650,2024-05-02,2210.32,18,Transporte,1,1600.0,618.42,App
A000682,S000161,2024-11-30,2544.21,9,Moradia,0,1200.0,645.57,App
A000683,S000566,2024-06-12,1218.15,18,Intercâmbio,0,1200.0,12.59,WhatsApp
A000684,S000030,2024-02-02,2272.57,9,Notebook,0,2200.0,375.55,App
A000685,S000158,2024-06-29,2934.05,9,Moradia,1,1600.0,253.05,App
A000686,S000859,2025-01-22,1547.44,24,Curso,0,1200.0,368.05,App
A000687,S000269,2024-11-10,1560.46,9,Notebook,0,400.0,2093.53,App
A000688,S000564,2024-06-24,8019.36,6,Moradia,1,2200.0,638.37,WhatsApp
A000689,S000528,2024-08-09,2908.39,3,Transporte,0,0.0,474.41,App
A000690,S000451,2024-09-05,757.45,12,Intercâmbio,0,950.0,467.99,App
A000691,S000127,2024-07-01,2879.39,24,Intercâmbio,1,950.0,3194.27,App
A000692,S001057,2024-05-14,1459.31,24,Notebook,0,950.0,420.93,Agência
A000693,S001742,2024-08-08,4182.64,9,Notebook,0,1600.0,15.13,App
A000694,S000483,2025-01-21,2878.73,12,Taxas/Documentos,0,950.0,0.0,Web
A000695,S000501,2024-12-15,8250.77,12,Saúde,0,950.0,723.46,App
A000696,S000564,2024-09-14,1536.51,6,Intercâmbio,0,1600.0,1084.19,Agência
A000697,S000718,2024-02-16,4925.17,12,Taxas/Documentos,0,1600.0,302.99,App
A000698,S001380,2025-01-05,2565.21,6,Moradia,1,400.0,672.28,Web
A000699,S000717,2024-11-01,1145.51,6,Intercâmbio,1,0.0,58.78,Web
A000700,S000291,2024-07-17,1191.16,3,Moradia,0,1600.0,567.47,App
A000701,S000535,2024-06-02,1926.17,24,Notebook,1,950.0,0.0,Web
A000702,S001037,2024-08-11,3007.62,18,Notebook,0,950.0,243.07,App
A000703,S000181,2025-01-14,891.45,6,Curso,1,950.0,246.36,Agência
A000704,S000698,2024-10-07,1613.06,6,Curso,0,400.0,688.18,App
A000705,S001249,2024-07-23,2472.42,12,Curso,0,1600.0,401.02,App
A000706,S000010,2024-05-16,5080.45,6,Intercâmbio,1,2200.0,1069.27,App
A000707,S000086,2024-12-02,1505.35,24,Transporte,0,700.0,751.51,App
A000708,S000127,2024-04-06,2501.81,9,Moradia,0,1600.0,264.16,App
A000709,S001159,2025-01-15,2622.22,6,Curso,0,400.0,0.0,App
A000710,S001378,2024-08-16,5509.77,18,Saúde,1,400.0,0.0,Web
A000711,S001629,2024-09-06,9154.4,12,Moradia,1,1200.0,492.8,App
A000712,S000828,2024-03-22,1663.35,9,Moradia,0,400.0,197.59,App
A000713,S000438,2024-08-26,2546.37,12,Curso,0,400.0,232.35,App
A000714,S001534,2024-10-23,2451.93,24,Moradia,0,400.0,270.71,App
A000715,S000813,2024-11-05,3424.32,6,Notebook,0,1200.0,699.71,App
A000716,S001183,2024-07-07,1173.17,6,Intercâmbio,1,1200.0,779.02,Agência
A000717,S001003,2025-01-08,2307.8,24,Saúde,0,1200.0,1059.16,App
A000718,S000163,2024-06-27,6690.8,3,Transporte,0,950.0,297.22,Web
A000719,S000404,2024-08-02,2355.94,12,Transporte,1,700.0,395.94,Agência
A000720,S001245,2024-05-08,2774.47,6,Taxas/Documentos,0,1600.0,4.51,Agência
A000721,S001266,2024-06-12,1724.77,6,Transporte,0,950.0,436.87,Agência
A000722,S000331,2024-04-28,740.49,6,Notebook,0,1200.0,0.0,App
A000723,S001049,2024-04-17,1123.16,6,Taxas/Documentos,0,1200.0,397.66,Web
A000724,S001628,2024-10-19,5892.16,9,Intercâmbio,0,700.0,443.92,App
A000725,S000247,2024-09-01,9089.09,12,Moradia,0,700.0,56.51,App
A000726,S000754,2024-08-14,2822.58,12,Saúde,1,1600.0,0.0,App
A000727,S000029,2024-04-30,3178.68,12,Saúde,0,950.0,1053.91,Web
A000728,S001138,2024-06-24,1180.92,12,Taxas/Documentos,0,950.0,0.0,WhatsApp
A000729,S000625,2024-02-10,4110.88,18,Transporte,1,400.0,258.99,App
A000730,S000788,2024-03-12,1969.71,6,Taxas/Documentos,0,700.0,124.17,Web
A000731,S000422,2024-10-13,5300.09,18,Taxas/Documentos,0,950.0,0.0,App
A000732,S001071,2024-04-22,809.65,9,Moradia,1,0.0,648.53,Web
A000733,S001266,2024-04-20,2282.48,12,Moradia,0,1600.0,692.93,App
A000734,S000550,2024-06-25,2801.06,18,Notebook,0,400.0,466.09,App
A000735,S000268,2024-07-16,5198.64,3,Transporte,1,1200.0,0.0,Web
A000736,S001587,2024-11-06,742.84,12,Intercâmbio,0,700.0,0.0,App
A000737,S001059,2024-11-30,3715.63,3,Notebook,1,0.0,396.68,App
A000738,S000508,2024-05-25,4135.73,18,Taxas/Documentos,0,950.0,0.0,App
A000739,S001365,2024-12-15,2871.51,24,Taxas/Documentos,1,700.0,0.0,Web
A000740,S000798,2025-01-24,4154.58,6,Curso,0,950.0,2474.57,Agência
A000741,S000297,2024-05-11,3895.49,3,Moradia,0,700.0,0.0,Agência
A000742,S001112,2024-05-28,1250.82,6,Intercâmbio,0,0.0,0.0,App
A000743,S001271,2024-04-11,3343.29,18,Taxas/Documentos,0,2200.0,0.0,App
A000744,S001199,2025-01-23,1219.64,3,Intercâmbio,0,2200.0,1118.04,App
A000745,S001526,2025-01-02,3339.13,9,Taxas/Documentos,1,950.0,69.68,App
A000746,S000965,2024-06-11,1260.43,6,Transporte,1,0.0,340.05,App
A000747,S001648,2025-01-14,894.55,6,Saúde,0,1200.0,476.09,App
A000748,S001454,2024-05-09,1363.94,9,Intercâmbio,0,700.0,284.58,App
A000749,S001360,2024-12-22,1862.72,12,Intercâmbio,0,950.0,121.76,App
A000750,S001719,2024-08-29,736.35,12,Moradia,0,1200.0,0.0,App
A000751,S001033,2024-08-16,1402.28,6,Taxas/Documentos,1,1600.0,0.0,Agência
A000752,S000739,2024-10-01,2633.46,12,Intercâmbio,0,950.0,1007.52,App
A000753,S001224,2024-07-09,1836.62,18,Transporte,1,400.0,102.5,App
A000754,S001058,2024-12-20,1206.37,12,Taxas/Documentos,1,400.0,0.0,Web
A000755,S000362,2024-08-30,1314.69,12,Transporte,1,700.0,861.95,App
A000756,S000604,2024-06-25,8431.78,9,Transporte,0,0.0,280.43,App
A000757,S001065,2024-04-07,4576.7,6,Moradia,0,1600.0,304.13,App
A000758,S000944,2024-11-16,2856.17,12,Notebook,0,400.0,143.63,WhatsApp
A000759,S001502,2024-12-06,1138.38,18,Saúde,0,0.0,346.15,App
A000760,S000166,2024-04-03,2260.24,9,Saúde,0,700.0,373.85,App
A000761,S001278,2024-06-14,1924.02,12,Notebook,1,1200.0,81.85,Web
A000762,S000227,2024-05-27,3416.89,6,Saúde,0,950.0,728.2,App
A000763,S000818,2025-01-13,1339.71,24,Notebook,1,700.0,271.34,App
A000764,S000913,2024-11-23,1484.62,6,Intercâmbio,0,950.0,237.91,App
A000765,S000198,2024-10-15,3129.13,12,Transporte,0,1600.0,50.65,WhatsApp
A000766,S000581,2024-02-23,4658.67,6,Saúde,0,950.0,198.59,Web
A000767,S001503,2024-06-10,1710.41,6,Saúde,1,400.0,0.0,App
A000768,S000916,2024-02-01,873.76,6,Intercâmbio,1,0.0,301.01,Agência
A000769,S001140,2024-05-12,3768.56,24,Intercâmbio,0,700.0,80.48,Agência
A000770,S000181,2024-08-12,3000.09,6,Taxas/Documentos,1,1200.0,284.37,WhatsApp
A000771,S000226,2024-04-14,2191.05,12,Intercâmbio,0,700.0,0.0,App
A000772,S000723,2024-11-06,3143.77,9,Notebook,0,400.0,0.0,Web
A000773,S000274,2024-10-22,2700.14,6,Moradia,1,700.0,797.43,App
A000774,S000530,2024-04-28,2415.04,6,Taxas/Documentos,1,1600.0,361.42,Web
A000775,S000906,2024-12-24,1243.36,9,Notebook,0,1600.0,325.22,App
A000776,S001652,2024-02-15,2951.03,12,Curso,1,2200.0,870.81,App
A000777,S000542,2024-12-10,2065.73,12,Notebook,1,1200.0,683.21,App
A000778,S000188,2024-11-04,2201.96,12,Saúde,0,1200.0,28.74,App
A000779,S001776,2024-11-16,2815.58,18,Notebook,0,1200.0,370.7,Web
A000780,S000764,2024-03-27,1863.42,24,Saúde,0,2200.0,469.63,Web
A000781,S001303,2024-10-02,2749.36,6,Notebook,0,950.0,940.14,App
A000782,S000627,2024-12-23,3852.71,9,Taxas/Documentos,1,1200.0,0.0,App
A000783,S000632,2024-08-10,7374.42,12,Intercâmbio,0,950.0,11.79,App
A000784,S000868,2024-05-28,1975.71,18,Curso,1,1600.0,259.93,App
A000785,S000802,2024-10-15,5184.22,12,Saúde,1,400.0,307.62,App
A000786,S000446,2024-09-28,1588.46,6,Transporte,0,1200.0,599.51,WhatsApp
A000787,S000049,2024-02-22,1193.34,9,Curso,1,950.0,425.98,Agência
A000788,S001453,2024-09-20,2716.58,6,Saúde,1,1200.0,648.61,App
A000789,S001564,2025-01-18,803.48,18,Moradia,0,950.0,644.4,Web
A000790,S000334,2024-08-11,1292.05,6,Transporte,0,0.0,0.0,App
A000791,S001610,2024-03-28,2373.29,12,Moradia,0,1200.0,300.93,Web
A000792,S001501,2024-02-04,2494.77,9,Moradia,0,0.0,170.79,App
A000793,S000449,2024-08-07,7669.75,18,Notebook,0,1600.0,205.84,Web
A000794,S001054,2024-06-03,3139.94,9,Moradia,0,2200.0,234.5,Agência
A000795,S001579,2024-12-19,2099.52,12,Moradia,1,950.0,0.0,Agência
A000796,S001349,2024-12-14,779.13,9,Transporte,0,1600.0,0.0,Web
A000797,S001354,2024-12-15,2425.62,12,Notebook,0,950.0,90.4,App
A000798,S001626,2025-01-15,1295.52,24,Intercâmbio,0,700.0,0.0,App
A000799,S000886,2025-01-25,1601.99,24,Notebook,1,950.0,0.0,App
A000800,S000541,2024-06-15,4799.99,12,Transporte,1,700.0,0.0,App
A000801,S000065,2024-10-17,1219.85,12,Moradia,0,950.0,210.09,App
A000802,S001160,2024-05-30,4019.99,6,Notebook,0,1200.0,444.86,App
A000803,S001681,2024-12-01,4938.76,18,Taxas/Documentos,1,950.0,72.57,App
A000804,S000130,2024-11-17,4803.54,12,Curso,1,950.0,439.52,Web
A000805,S001366,2024-10-22,2810.21,3,Curso,0,0.0,865.51,App
A000806,S000644,2024-08-02,3345.06,12,Taxas/Documentos,1,950.0,191.2,Web
A000807,S000321,2024-12-04,3351.6,12,Transporte,0,950.0,0.0,Agência
A000808,S000320,2024-10-05,3981.97,9,Taxas/Documentos,1,950.0,343.97,App
A000809,S001612,2024-08-05,2030.21,24,Notebook,1,1200.0,2362.11,App
A000810,S001292,2024-11-09,4390.69,12,Notebook,0,1200.0,0.0,App
A000811,S000581,2024-07-13,855.13,12,Notebook,0,700.0,694.78,App
A000812,S000644,2024-04-10,1943.69,12,Intercâmbio,1,950.0,0.0,App
A000813,S000324,2024-07-14,8057.47,9,Curso,0,2200.0,74.22,App
A000814,S000603,2024-10-15,1302.52,9,Moradia,0,700.0,719.09,App
A000815,S001486,2024-05-02,2704.1,9,Notebook,0,1200.0,462.32,WhatsApp
A000816,S001721,2024-11-22,1481.52,18,Curso,0,700.0,523.23,App
A000817,S000227,2024-10-16,8245.56,3,Intercâmbio,0,0.0,0.0,Agência
A000818,S001346,2025-01-15,1251.43,18,Transporte,1,400.0,186.84,App
A000819,S001154,2024-06-02,2046.47,3,Notebook,0,700.0,282.13,Web
A000820,S000509,2025-01-12,763.24,6,Taxas/Documentos,1,700.0,154.95,App
A000821,S001772,2024-09-21,7024.94,12,Intercâmbio,1,1200.0,368.48,App
A000822,S000059,2024-09-07,1484.07,18,Intercâmbio,0,1200.0,126.49,App
A000823,S001529,2024-05-16,7256.93,24,Saúde,0,700.0,255.17,Web
A000824,S000105,2024-03-10,6835.54,12,Curso,0,0.0,102.97,Agência
A000825,S000903,2024-07-31,2361.28,12,Taxas/Documentos,1,400.0,1783.39,Web
A000826,S000730,2024-10-02,2082.45,6,Taxas/Documentos,1,950.0,366.85,Web
A000827,S001628,2024-04-08,6763.87,9,Moradia,1,1600.0,652.78,App
A000828,S001220,2024-12-29,3440.02,12,Saúde,0,1600.0,340.36,Agência
A000829,S001701,2024-08-30,913.86,12,Moradia,0,0.0,925.05,Web
A000830,S000259,2024-07-28,1992.51,18,Saúde,1,1200.0,200.53,App
A000831,S001415,2024-09-30,2815.47,9,Saúde,0,400.0,460.79,App
A000832,S000553,2024-08-11,1600.73,6,Moradia,0,950.0,238.97,WhatsApp
A000833,S000421,2024-10-09,2384.48,18,Moradia,0,700.0,92.74,Web
A000834,S000105,2024-02-09,8712.02,18,Saúde,0,700.0,219.33,WhatsApp
A000835,S000436,2024-06-04,2040.21,9,Taxas/Documentos,1,700.0,368.32,App
A000836,S001759,2025-01-07,2064.6,9,Curso,0,1600.0,781.37,Web
A000837,S001446,2024-08-16,3936.74,12,Saúde,0,0.0,0.0,Agência
A000838,S001283,2024-03-31,1830.62,3,Saúde,0,950.0,129.98,Web
A000839,S001395,2024-10-15,1125.76,9,Taxas/Documentos,0,0.0,0.0,WhatsApp
A000840,S000529,2024-02-11,4097.56,18,Curso,0,0.0,231.84,App
A000841,S000684,2024-03-06,1484.1,6,Curso,1,700.0,786.81,WhatsApp
A000842,S001089,2024-08-27,1474.93,24,Notebook,0,0.0,0.0,App
A000843,S000680,2024-05-04,2851.66,12,Curso,0,700.0,74.03,Web
A000844,S000382,2024-12-24,1459.41,12,Intercâmbio,1,1200.0,179.92,Web
A000845,S000961,2024-04-04,3348.26,9,Taxas/Documentos,0,700.0,0.0,Web
A000846,S000914,2024-06-19,5733.66,12,Notebook,0,950.0,0.0,App
A000847,S000855,2024-06-05,1456.76,9,Saúde,1,950.0,1955.68,App
A000848,S001798,2024-02-01,1357.55,12,Curso,0,700.0,294.16,Web
A000849,S001562,2024-11-14,3222.02,9,Transporte,0,0.0,383.68,App
A000850,S001631,2024-10-28,3105.97,6,Intercâmbio,1,1200.0,372.61,Agência
A000851,S000924,2024-05-31,2740.19,9,Saúde,0,400.0,382.7,Web
A000852,S000764,2024-03-16,2004.38,6,Transporte,0,1200.0,2473.89,App
A000853,S001207,2025-01-09,3127.36,9,Taxas/Documentos,0,1600.0,108.15,Agência
A000854,S001535,2024-09-15,739.71,9,Moradia,0,950.0,93.0,App
A000855,S000529,2024-02-11,8278.09,18,Taxas/Documentos,1,1200.0,230.7,App
A000856,S001237,2024-09-06,2763.89,9,Intercâmbio,1,700.0,448.14,Web
A000857,S000548,2024-06-12,1643.6,12,Moradia,0,0.0,643.72,App
A000858,S000104,2025-01-20,2665.12,18,Curso,0,1600.0,232.79,WhatsApp
A000859,S000969,2024-03-08,1477.08,6,Transporte,1,700.0,736.25,App
A000860,S001311,2024-07-14,915.06,24,Taxas/Documentos,1,700.0,539.25,WhatsApp
A000861,S000469,2024-09-02,3094.45,12,Transporte,0,1200.0,0.0,App
A000862,S000218,2024-07-18,1128.23,6,Curso,0,950.0,1370.08,App
A000863,S001282,2024-06-13,818.4,6,Notebook,0,1200.0,285.27,Web
A000864,S001290,2024-04-11,8095.01,6,Intercâmbio,1,400.0,0.0,WhatsApp
A000865,S000900,2025-01-13,5501.64,9,Moradia,0,400.0,839.67,App
A000866,S001490,2024-03-30,1173.53,6,Notebook,1,950.0,593.58,Web
A000867,S000742,2024-03-30,1276.21,3,Notebook,0,1200.0,203.21,App
A000868,S000470,2024-10-21,2830.16,12,Moradia,0,950.0,733.02,Web
A000869,S001336,2024-12-01,787.07,6,Notebook,0,1200.0,0.0,App
A000870,S000719,2024-03-10,5512.58,3,Saúde,0,400.0,513.76,App
A000871,S001574,2024-12-14,1173.75,9,Transporte,1,700.0,355.15,Web
A000872,S000663,2024-04-04,2010.31,9,Moradia,1,0.0,479.42,Agência
A000873,S000722,2024-04-16,8703.79,12,Saúde,0,1200.0,583.47,WhatsApp
A000874,S001548,2024-05-16,797.98,24,Taxas/Documentos,1,1600.0,329.15,App
A000875,S000539,2024-02-29,1999.18,18,Taxas/Documentos,1,1200.0,0.0,App
A000876,S001704,2024-11-16,2650.03,6,Taxas/Documentos,1,950.0,0.0,Web
A000877,S000866,2024-10-03,2746.98,9,Notebook,1,700.0,0.0,Web
A000878,S001608,2024-05-22,3962.96,6,Transporte,0,1200.0,0.0,Web
A000879,S001000,2024-08-15,4047.51,12,Notebook,1,1200.0,390.18,Web
A000880,S000785,2024-02-07,2281.41,12,Transporte,0,950.0,571.04,App
A000881,S001347,2024-03-03,5731.97,18,Saúde,0,0.0,0.0,App
A000882,S000787,2024-09-07,2225.64,6,Curso,0,1200.0,720.64,App
A000883,S000109,2024-03-02,733.02,6,Transporte,0,2200.0,75.42,App
A000884,S001458,2024-02-15,3098.79,3,Intercâmbio,0,950.0,112.68,Agência
A000885,S000727,2024-11-03,3649.31,6,Moradia,0,2200.0,1085.7,App
A000886,S000470,2024-06-21,877.77,3,Moradia,0,950.0,851.01,App
A000887,S000046,2024-03-21,4338.65,12,Taxas/Documentos,0,400.0,32.85,App
A000888,S001351,2024-06-23,4280.68,18,Curso,0,1600.0,175.19,App
A000889,S000084,2024-02-11,1576.49,6,Intercâmbio,0,1200.0,0.0,App
A000890,S000560,2024-10-22,1222.67,3,Saúde,0,400.0,119.24,App
A000891,S001158,2024-05-09,1258.49,9,Intercâmbio,0,0.0,996.03,WhatsApp
A000892,S000658,2024-09-20,5651.59,6,Notebook,1,400.0,0.0,Web
A000893,S000390,2024-06-28,1644.9,12,Transporte,0,700.0,559.81,Web
A000894,S000888,2025-01-08,2685.04,9,Transporte,0,0.0,360.82,App
A000895,S000734,2024-06-28,2209.54,12,Transporte,0,1200.0,726.02,App
A000896,S001334,2024-03-06,2781.71,9,Intercâmbio,1,950.0,0.0,Web
A000897,S000509,2024-03-12,2132.36,18,Moradia,0,2200.0,0.0,App
A000898,S000602,2024-03-25,1407.91,18,Curso,0,1200.0,110.82,App
A000899,S000284,2024-11-08,1234.77,9,Taxas/Documentos,0,950.0,502.71,Web
A000900,S001160,2024-08-15,2817.67,18,Taxas/Documentos,0,2200.0,222.17,Web
A000901,S000758,2024-05-23,1390.73,6,Transporte,0,950.0,437.5,App
A000902,S000672,2024-04-30,2739.71,12,Taxas/Documentos,0,700.0,921.0,App
A000903,S000967,2024-05-15,6938.39,6,Saúde,1,700.0,541.04,App
A000904,S001740,2024-12-29,1671.77,9,Notebook,0,400.0,7.62,App
A000905,S001263,2024-10-14,1353.67,6,Saúde,0,1200.0,194.72,Agência
A000906,S001119,2024-02-14,2616.86,9,Transporte,0,700.0,337.17,App
A000907,S001467,2024-12-09,2311.0,18,Transporte,0,700.0,263.42,App
A000908,S000550,2024-08-26,1326.68,9,Notebook,0,1600.0,1024.78,App
A000909,S001046,2024-06-20,6304.82,3,Transporte,0,950.0,146.85,App
A000910,S000900,2024-12-07,803.9,9,Curso,0,0.0,927.59,Agência
A000911,S001746,2024-03-13,7727.46,12,Notebook,0,950.0,433.99,App
A000912,S001269,2024-11-17,1800.36,12,Transporte,0,1600.0,493.58,App
A000913,S001364,2024-07-19,2432.7,12,Notebook,1,2200.0,155.19,App
A000914,S001158,2024-12-20,8669.51,6,Moradia,0,400.0,519.24,App
A000915,S000500,2024-06-09,3906.27,9,Taxas/Documentos,0,400.0,0.0,Web
A000916,S001783,2024-12-28,3025.45,3,Curso,1,1600.0,270.84,Web
A000917,S001586,2024-06-10,1183.78,3,Transporte,0,400.0,272.82,WhatsApp
A000918,S001264,2024-09-25,1130.14,9,Taxas/Documentos,0,700.0,345.56,App
A000919,S001336,2024-07-08,3308.16,12,Curso,0,950.0,929.45,App
A000920,S000674,2024-10-15,5880.65,12,Saúde,1,1200.0,217.43,Web
A000921,S000538,2024-12-30,1717.62,6,Curso,1,1600.0,287.79,WhatsApp
A000922,S001474,2024-04-27,4039.58,6,Curso,0,950.0,897.95,Web
A000923,S001657,2024-03-01,1285.59,9,Notebook,0,0.0,483.57,App
A000924,S000984,2024-09-30,1293.39,12,Curso,0,1200.0,608.78,App
A000925,S000235,2024-07-08,3407.58,9,Curso,0,1200.0,0.0,App
A000926,S001343,2024-07-18,1941.64,12,Taxas/Documentos,1,950.0,0.0,Web
A000927,S001408,2025-01-11,4510.25,12,Transporte,1,400.0,0.0,App
A000928,S000307,2024-02-07,2680.81,12,Saúde,1,700.0,241.4,Agência
A000929,S001720,2024-03-11,1718.98,6,Moradia,0,1200.0,601.0,WhatsApp
A000930,S001040,2024-08-28,2515.21,9,Taxas/Documentos,0,2200.0,0.0,Web
A000931,S001711,2024-03-06,2968.53,24,Moradia,1,1200.0,226.55,App
A000932,S000065,2024-11-06,3929.46,12,Intercâmbio,1,1200.0,864.67,Web
A000933,S001458,2024-03-21,3122.73,12,Notebook,0,950.0,290.85,Web
A000934,S001424,2024-05-23,782.18,6,Taxas/Documentos,0,1600.0,163.63,App
A000935,S000969,2024-03-29,777.65,12,Transporte,1,1200.0,680.78,App
A000936,S000227,2024-09-23,2720.04,9,Transporte,0,950.0,141.83,App
A000937,S000007,2024-12-26,5667.03,24,Moradia,0,1200.0,548.71,App
A000938,S000549,2024-06-09,1915.9,12,Transporte,0,400.0,214.76,App
A000939,S000523,2024-05-28,2577.64,6,Moradia,0,1600.0,236.33,App
A000940,S001587,2025-01-10,1871.04,9,Transporte,0,0.0,610.22,App
A000941,S000275,2024-09-28,2267.0,9,Intercâmbio,0,950.0,0.0,App
A000942,S000275,2025-01-21,3435.82,12,Saúde,0,950.0,0.0,Agência
A000943,S000132,2024-07-19,914.39,6,Taxas/Documentos,0,700.0,541.19,WhatsApp
A000944,S000156,2024-03-16,6511.73,9,Curso,1,2200.0,408.21,Web
A000945,S000016,2024-08-04,5869.67,9,Transporte,0,400.0,513.1,App
A000946,S001488,2024-04-08,2679.76,6,Notebook,0,950.0,86.25,App
A000947,S000824,2024-10-26,2039.17,9,Moradia,0,400.0,68.19,Agência
A000948,S001311,2024-03-08,1419.31,18,Transporte,0,0.0,415.3,App
A000949,S000833,2024-03-17,2737.92,6,Intercâmbio,0,700.0,293.49,Web
A000950,S000615,2024-04-29,756.93,9,Notebook,0,0.0,209.62,App
A000951,S001394,2024-02-06,2864.86,18,Moradia,0,400.0,839.95,Web
A000952,S001741,2024-10-30,913.45,12,Taxas/Documentos,0,2200.0,2471.3,App
A000953,S001050,2024-10-24,2163.2,6,Taxas/Documentos,1,400.0,45.0,App
A000954,S001337,2024-09-29,1817.52,18,Transporte,0,0.0,360.46,App
A000955,S001316,2024-03-26,2041.52,18,Notebook,0,1200.0,349.08,App
A000956,S000632,2024-09-15,5544.04,12,Intercâmbio,0,700.0,101.76,WhatsApp
A000957,S000340,2024-10-17,1559.13,9,Notebook,0,1200.0,870.64,Web
A000958,S000756,2024-09-07,2039.43,9,Saúde,0,1600.0,256.09,App
A000959,S001616,2025-01-16,5246.07,3,Saúde,0,1200.0,387.94,App
A000960,S000389,2024-06-22,2290.77,3,Notebook,0,950.0,0.0,WhatsApp
A000961,S001155,2024-06-27,1641.41,9,Transporte,0,2200.0,433.09,App
A000962,S001099,2024-02-23,5155.32,24,Saúde,1,2200.0,189.98,App
A000963,S001477,2024-05-13,1375.16,6,Moradia,1,400.0,479.9,App
A000964,S000294,2025-01-30,2346.77,12,Saúde,1,1600.0,770.22,App
A000965,S001744,2025-01-11,3292.5,9,Curso,0,1600.0,0.0,App
A000966,S001245,2024-06-01,2135.3,9,Curso,0,1600.0,525.92,App
A000967,S000917,2024-09-19,2486.17,18,Taxas/Documentos,0,1200.0,564.16,Web
A000968,S000506,2024-02-05,2982.18,9,Transporte,0,400.0,1579.06,WhatsApp
A000969,S001625,2024-07-13,2497.21,9,Transporte,0,950.0,0.0,Web
A000970,S001414,2024-09-20,1327.6,24,Saúde,1,1200.0,0.0,App
A000971,S001351,2024-11-24,1278.17,9,Transporte,1,950.0,65.73,App
A000972,S000450,2024-11-05,2872.3,12,Taxas/Documentos,0,700.0,101.41,App
A000973,S000643,2024-07-27,2515.11,6,Notebook,0,700.0,0.0,App
A000974,S001367,2024-07-01,816.35,12,Curso,0,1200.0,0.0,App
A000975,S001177,2025-01-06,2775.58,12,Taxas/Documentos,0,950.0,210.71,App
A000976,S000041,2024-09-08,1924.73,3,Moradia,0,700.0,173.43,Web
A000977,S001784,2024-04-09,2489.12,3,Moradia,0,700.0,0.0,WhatsApp
A000978,S000466,2024-12-15,1853.78,18,Transporte,1,950.0,261.3,App
A000979,S001665,2024-10-25,2221.71,24,Transporte,0,700.0,0.0,App
A000980,S001099,2024-03-25,4238.94,12,Curso,0,400.0,680.07,Web
A000981,S001075,2024-04-14,4287.71,12,Intercâmbio,1,950.0,0.0,Agência
A000982,S000198,2024-02-25,1866.74,12,Notebook,1,700.0,95.88,App
A000983,S000900,2025-01-15,3232.43,12,Moradia,0,700.0,370.73,WhatsApp
A000984,S000066,2024-11-22,2975.93,9,Intercâmbio,1,700.0,58.15,App
A000985,S000745,2024-11-01,1369.11,12,Notebook,0,700.0,335.31,App
A000986,S001349,2025-01-16,8248.6,3,Taxas/Documentos,0,700.0,82.9,Web
A000987,S000949,2024-02-24,1136.01,6,Notebook,0,950.0,768.43,Web
A000988,S000516,2024-05-25,1183.6,9,Taxas/Documentos,0,1200.0,910.19,App
A000989,S001418,2024-09-27,5257.81,6,Notebook,0,1200.0,115.66,App
A000990,S000833,2024-08-27,1154.62,24,Intercâmbio,1,700.0,536.12,Agência
A000991,S000980,2024-04-08,874.44,12,Curso,1,700.0,42.18,Web
A000992,S001721,2024-06-18,1429.45,6,Transporte,0,950.0,697.85,App
A000993,S001204,2024-02-16,1531.06,12,Intercâmbio,1,700.0,112.19,WhatsApp
A000994,S001677,2024-02-04,2230.83,12,Taxas/Documentos,1,950.0,260.43,Agência
A000995,S000361,2024-09-28,2742.9,12,Curso,0,400.0,0.0,App
A000996,S000440,2024-10-11,3213.67,18,Moradia,0,1200.0,166.29,App
A000997,S001719,2024-11-08,2777.96,9,Intercâmbio,1,700.0,0.0,Agência
A000998,S000059,2024-03-31,3081.04,9,Transporte,0,1600.0,186.28,Web
A000999,S000320,2024-09-11,1170.49,12,Notebook,0,1600.0,0.0,App
A001000,S000369,2025-01-10,3280.69,24,Saúde,1,1600.0,0.0,WhatsApp
A001001,S000791,2025-01-18,4652.29,12,Moradia,1,400.0,629.7,WhatsApp
A001002,S000372,2024-06-15,820.49,3,Curso,0,700.0,42.83,App
A001003,S000347,2024-03-02,1221.42,6,Intercâmbio,0,1200.0,0.0,App
A001004,S001339,2024-04-28,1106.44,24,Moradia,1,950.0,0.0,App
A001005,S000814,2025-01-17,3408.8,18,Curso,0,2200.0,0.0,App
A001006,S000597,2024-02-02,5662.47,12,Moradia,0,400.0,0.0,App
A001007,S001292,2025-01-04,2626.44,12,Transporte,0,950.0,0.0,App
A001008,S000826,2024-10-27,5291.16,6,Transporte,0,700.0,0.0,App
A001009,S001177,2024-10-17,1464.88,12,Saúde,0,1200.0,0.0,Web
A001010,S001240,2024-06-02,2727.07,12,Curso,1,950.0,232.79,App
A001011,S000299,2024-03-11,2038.01,9,Intercâmbio,1,950.0,0.0,App
